route_id,trip_id,service_id,trip_headsign,direction_id,block_id,shape_id,drt_advance_book_min,peak_offpeak
Purp-48,800015-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,7,Purp0001,0.0,0
Purp-48,800016-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Roosevelt,1,7,Purp0002,0.0,0
Purp-48,800017-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,7,Purp0001,0.0,0
Purp-48,800018-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Roosevelt,1,7,Purp0002,0.0,0
Purp-48,800019-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,7,Purp0001,0.0,0
Purp-48,800020-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Roosevelt,1,7,Purp0002,0.0,0
Purp-48,800021-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,7,Purp0001,0.0,0
Purp-48,800022-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Roosevelt,1,7,Purp0002,0.0,0
Purp-48,800023-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,7,Purp0001,0.0,0
Purp-48,800024-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Roosevelt,1,7,Purp0002,0.0,0
Purp-48,800025-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,7,Purp0001,0.0,0
Purp-48,800026-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Roosevelt,1,7,Purp0002,0.0,0
Purp-48,800027-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,7,Purp0001,0.0,0
Purp-48,800028-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Roosevelt,1,7,Purp0002,0.0,0
Purp-48,800029-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,7,Purp0001,0.0,0
Purp-48,800030-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Roosevelt,1,7,Purp0002,0.0,0
Purp-48,800031-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,7,Purp0001,0.0,0
Purp-48,800032-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Roosevelt,1,3,Purp0002,0.0,0
Purp-48,800033-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,3,Purp0001,0.0,0
Purp-48,800034-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Roosevelt,1,3,Purp0002,0.0,0
Purp-48,800035-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,3,Purp0001,0.0,0
Purp-48,800036-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Roosevelt,1,3,Purp0002,0.0,0
Purp-48,800037-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,3,Purp0001,0.0,0
Purp-48,800038-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Roosevelt,1,7,Purp0002,0.0,0
Purp-48,800039-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,7,Purp0001,0.0,0
Purp-48,800040-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Roosevelt,1,7,Purp0002,0.0,0
Purp-48,800041-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,7,Purp0001,0.0,0
Purp-48,800042-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Roosevelt,1,7,Purp0002,0.0,0
Purp-48,800043-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,7,Purp0001,0.0,0
Purp-48,800044-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Roosevelt,1,7,Purp0002,0.0,0
Purp-48,800045-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,7,Purp0001,0.0,0
Purp-48,800046-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Roosevelt,1,7,Purp0002,0.0,0
Purp-48,800047-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,7,Purp0001,0.0,0
Purp-48,800048-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Roosevelt,1,7,Purp0002,0.0,0
Purp-48,800049-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,7,Purp0001,0.0,0
Purp-48,800050-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Roosevelt,1,7,Purp0002,0.0,0
Purp-48,800051-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,7,Purp0001,0.0,0
Purp-48,800052-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Roosevelt,1,7,Purp0002,0.0,0
Purp-48,800053-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,7,Purp0001,0.0,0
Purp-48,800054-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Roosevelt,1,7,Purp0002,0.0,0
Purp-48,800055-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,7,Purp0001,0.0,0
Purp-48,800056-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Roosevelt,1,7,Purp0002,0.0,0
Purp-48,800057-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,7,Purp0001,0.0,0
Purp-48,800058-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Roosevelt,1,7,Purp0002,0.0,0
Purp-48,800059-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,7,Purp0001,0.0,0
Purp-48,800060-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Roosevelt,1,7,Purp0002,0.0,0
Purp-48,800061-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,7,Purp0001,0.0,0
Purp-48,800062-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Roosevelt,1,7,Purp0002,0.0,0
Purp-48,800063-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,7,Purp0001,0.0,0
Purp-48,800064-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Roosevelt,1,7,Purp0002,0.0,0
Purp-48,800065-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,7,Purp0001,0.0,0
Purp-48,800066-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Roosevelt,1,7,Purp0002,0.0,0
Purp-48,800067-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,7,Purp0001,0.0,0
Purp-48,800068-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Roosevelt,1,7,Purp0002,0.0,0
Purp-48,800069-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,7,Purp0001,0.0,0
Purp-48,800070-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Roosevelt,1,7,Purp0002,0.0,0
Purp-48,800071-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,7,Purp0001,0.0,0
Purp-48,800072-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Roosevelt,1,7,Purp0002,0.0,0
Purp-48,800073-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,7,Purp0001,0.0,0
Purp-48,800074-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Roosevelt,1,7,Purp0002,0.0,0
Purp-48,800075-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,7,Purp0001,0.0,0
Purp-48,800076-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Roosevelt,1,7,Purp0002,0.0,0
Purp-48,800077-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,7,Purp0001,0.0,0
Purp-48,800078-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Roosevelt,1,7,Purp0002,0.0,0
Purp-48,800079-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,7,Purp0001,0.0,0
Purp-48,800080-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Roosevelt,1,7,Purp0002,0.0,0
Purp-48,800081-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,7,Purp0001,0.0,0
Purp-48,800082-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Roosevelt,1,7,Purp0002,0.0,0
Purp-48,800083-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,7,Purp0001,0.0,0
Purp-48,800084-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Roosevelt,1,7,Purp0002,0.0,0
Purp-48,800085-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,7,Purp0001,0.0,0
Purp-48,800086-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Roosevelt,1,7,Purp0002,0.0,0
Purp-48,800087-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,7,Purp0001,0.0,0
Purp-48,800088-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Roosevelt,1,7,Purp0002,0.0,0
Purp-48,800089-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,7,Purp0001,0.0,0
Pink-48,800091-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,1,Pink0001,0.0,0
Pink-48,800092-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,3,Pink0002,0.0,0
Pink-48,800093-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,3,Pink0001,0.0,0
Pink-48,800094-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,3,Pink0002,0.0,0
Pink-48,800095-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,3,Pink0001,0.0,0
Pink-48,800096-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,4,Pink0002,0.0,0
Pink-48,800097-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,4,Pink0001,0.0,0
Pink-48,800098-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,3,Pink0002,0.0,0
Pink-48,800099-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,3,Pink0001,0.0,0
Pink-48,800100-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,6,Pink0002,0.0,0
Pink-48,800101-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,6,Pink0001,0.0,0
Pink-48,800102-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,4,Pink0002,0.0,0
Pink-48,800103-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,4,Pink0001,0.0,0
Pink-48,800104-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,3,Pink0002,0.0,0
Pink-48,800105-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,3,Pink0001,0.0,0
Pink-48,800106-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,6,Pink0002,0.0,0
Pink-48,800107-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,6,Pink0001,0.0,0
Pink-48,800108-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,4,Pink0002,0.0,0
Pink-48,800109-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,4,Pink0001,0.0,0
Pink-48,800110-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,3,Pink0002,0.0,0
Pink-48,800111-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,3,Pink0001,0.0,0
Pink-48,800112-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,10,Pink0002,0.0,0
Pink-48,800113-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,10,Pink0001,0.0,0
Pink-48,800114-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,6,Pink0002,0.0,0
Pink-48,800115-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,6,Pink0001,0.0,0
Pink-48,800116-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,4,Pink0002,0.0,0
Pink-48,800117-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,4,Pink0001,0.0,0
Pink-48,800118-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,5,Pink0002,0.0,0
Pink-48,800119-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,5,Pink0001,0.0,0
Pink-48,800120-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,3,Pink0002,0.0,0
Pink-48,800121-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,3,Pink0001,0.0,0
Pink-48,800122-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,10,Pink0002,0.0,0
Pink-48,800123-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,10,Pink0001,0.0,0
Pink-48,800124-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,6,Pink0002,0.0,0
Pink-48,800125-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,6,Pink0001,0.0,0
Pink-48,800126-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,4,Pink0002,0.0,0
Pink-48,800127-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,4,Pink0001,0.0,0
Pink-48,800128-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,5,Pink0002,0.0,0
Pink-48,800129-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,5,Pink0001,0.0,0
Pink-48,800130-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,3,Pink0002,0.0,0
Pink-48,800131-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,3,Pink0001,0.0,0
Pink-48,800132-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,10,Pink0002,0.0,0
Pink-48,800133-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,10,Pink0001,0.0,0
Pink-48,800134-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,6,Pink0002,0.0,0
Pink-48,800135-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,6,Pink0001,0.0,0
Pink-48,800136-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,4,Pink0002,0.0,0
Pink-48,800137-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,4,Pink0001,0.0,0
Pink-48,800138-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,5,Pink0002,0.0,0
Pink-48,800139-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,5,Pink0001,0.0,0
Pink-48,800140-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,10,Pink0002,0.0,0
Pink-48,800141-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,10,Pink0001,0.0,0
Pink-48,800142-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,6,Pink0002,0.0,0
Pink-48,800143-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,6,Pink0001,0.0,0
Pink-48,800144-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,4,Pink0002,0.0,0
Pink-48,800145-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,4,Pink0001,0.0,0
Pink-48,800146-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,5,Pink0002,0.0,0
Pink-48,800147-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,5,Pink0001,0.0,0
Pink-48,800148-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,10,Pink0002,0.0,0
Pink-48,800149-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,10,Pink0001,0.0,0
Pink-48,800150-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,3,Pink0002,0.0,0
Pink-48,800151-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,3,Pink0001,0.0,0
Pink-48,800152-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,6,Pink0002,0.0,0
Pink-48,800153-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,6,Pink0001,0.0,0
Pink-48,800154-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,4,Pink0002,0.0,0
Pink-48,800155-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,4,Pink0001,0.0,0
Pink-48,800156-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,5,Pink0002,0.0,0
Pink-48,800157-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,5,Pink0001,0.0,0
Pink-48,800158-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,10,Pink0002,0.0,0
Pink-48,800159-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,10,Pink0001,0.0,0
Pink-48,800160-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,3,Pink0002,0.0,0
Pink-48,800161-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,3,Pink0001,0.0,0
Pink-48,800162-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,6,Pink0002,0.0,0
Pink-48,800163-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,6,Pink0001,0.0,0
Pink-48,800164-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,5,Pink0002,0.0,0
Pink-48,800165-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,5,Pink0001,0.0,0
Pink-48,800166-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,3,Pink0002,0.0,0
Pink-48,800167-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,3,Pink0001,0.0,0
Pink-48,800168-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,6,Pink0002,0.0,0
Pink-48,800169-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,6,Pink0001,0.0,0
Pink-48,800170-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,4,Pink0002,0.0,0
Pink-48,800171-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,4,Pink0001,0.0,0
Pink-48,800172-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,5,Pink0002,0.0,0
Pink-48,800173-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,5,Pink0001,0.0,0
Pink-48,800174-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,3,Pink0002,0.0,0
Pink-48,800175-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,3,Pink0001,0.0,0
Pink-48,800176-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,6,Pink0002,0.0,0
Pink-48,800177-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,6,Pink0001,0.0,0
Pink-48,800178-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,4,Pink0002,0.0,0
Pink-48,800179-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,4,Pink0001,0.0,0
Pink-48,800180-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,10,Pink0002,0.0,0
Pink-48,800181-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,10,Pink0001,0.0,0
Pink-48,800182-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,3,Pink0002,0.0,0
Pink-48,800183-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,3,Pink0001,0.0,0
Pink-48,800184-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,4,Pink0002,0.0,0
Pink-48,800185-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,4,Pink0001,0.0,0
Pink-48,800186-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,10,Pink0002,0.0,0
Pink-48,800187-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,10,Pink0001,0.0,0
Pink-48,800188-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,3,Pink0002,0.0,0
Pink-48,800189-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,3,Pink0001,0.0,0
Pink-48,800190-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,4,Pink0002,0.0,0
Pink-48,800191-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,4,Pink0001,0.0,0
Pink-48,800192-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,10,Pink0002,0.0,0
Pink-48,800193-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,10,Pink0001,0.0,0
Pink-48,800194-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,4,Pink0002,0.0,0
Pink-48,800195-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,4,Pink0001,0.0,0
Pink-48,800196-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,5,Pink0002,0.0,0
Pink-48,800197-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,5,Pink0001,0.0,0
Pink-48,800198-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,4,Pink0002,0.0,0
Pink-48,800199-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,4,Pink0001,0.0,0
Pink-48,800200-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,5,Pink0002,0.0,0
Pink-48,800201-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,5,Pink0001,0.0,0
Pink-48,800202-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,E1,1,5,Pink0002,0.0,0
Pink-48,800203-SCH-1909-Blocking-Weekday-30,SCH-1909-Blocking-Weekday-30,Hospital,0,5,Pink0001,0.0,0
